1922.61 1922.72
1925.22 1925.34
1926.54 1926.63
1928.53 1928.66
1929.13 1929.25
1930.27 1930.52
1931.56 1931.76
1934.20 1934.35
1935.87 1936.48
1941.45 1941.71
1944.78 1945.14
1948.10 1948.20
1949.19 1950.50
1956.60 1956.80
1959.10 1960.70
1990.60 1990.90
1992.87 1995.80
1996.80 1996.95
2000.87 2001.20
2002.59 2003.44
2007.05 2007.14
2008.98 2009.97
2011.91 2012.34
2016.03 2016.27
2017.53 2017.70
2019.49 2020.27
2020.45 2024.30
2026.45 2029.76
2066.96 2067.15
2069.90 2071.69
2074.98 2075.23
2077.71 2077.85
2080.24 2080.58
2087.10 2087.70
2089.58 2089.85
2090.38 2090.64
2091.45 2091.85
2093.54 2093.76
2096.40 2097.70
2099.45 2100.85
2106.03 2106.13
2143.45 2143.80
2150.10 2150.35
2152.66 2152.93
2153.12 2153.24
2154.80 2155.10
2159.15 2159.32
2161.06 2161.35
2167.96 2168.15
2169.78 2170.20
2174.50 2175.50
2176.24 2176.49
2179.66 2182.81
2183.55 2186.47
2229.67 2229.85
2231.08 2236.00
2237.54 2239.64
2241.48 2243.15
2245.40 2245.50
2246.05 2246.60
2248.73 2251.25
2252.20 2252.70
2258.38 2258.95
2262.51 2262.86
2263.80 2264.50
2265.03 2265.91
2272.30 2272.90
2322.47 2322.78
2324.25 2325.73
2328.90 2329.08
2331.38 2331.54
2332.14 2332.43
2333.29 2334.20
2339.03 2339.20
2340.05 2340.40
2341.63 2343.25 
2348.04 2348.45
2350.68 2350.91
2352.92 2353.66
2356.04 2356.57
2365.60 2365.75
2368.97 2369.08
2423.51 2424.03
2428.41 2428.63
2434.22 2435.30
2442.45 2442.83
2450.11 2450.46
2453.85 2455.30
2458.90 2459.38
2462.90 2463.13
2467.22 2467.43
2472.11 2472.32
